Booking_ID,adults,children,weekend_nights,week_nights,meal_plan,parking_request,room_type_reserved,lead_time,market_type,first_time,previous_cancellations,avg_price_per_room,number_of_special_requests,booking_status,arrival_date
INN27339,3.0,,,,Meal Plan 1,No,Room_Type 4,79,Online,Yes,0,149.1,1,Not_Canceled,2018/04/28
INN09946,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,3,Corporate,Yes,0,142.0,0,Not_Canceled,2017/10/19
INN08058,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,113,Offline,Yes,0,85.0,0,Canceled,2018/06/30
INN29857,2.0,,1.0,,Not Selected,No,Room_Type 1,55,Online,Yes,0,134.1,1,Canceled,2018/09/12
INN05288,2.0,,1.0,,Meal Plan 2,No,Room_Type 1,315,Online,Yes,0,160.0,0,Canceled,2018/09/30
INN17794,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,7,Online,Yes,0,103.0,1,Not_Canceled,2018/03/07
INN08353,1.0,,2.0,,Meal Plan 1,No,Room_Type 1,1,Offline,Yes,0,60.0,0,Canceled,2018/02/28
INN05048,1.0,,,,Meal Plan 1,No,Room_Type 1,27,Corporate,Yes,0,65.0,0,Not_Canceled,2018/10/12
INN16260,2.0,,,,Meal Plan 1,No,Room_Type 1,74,Online,Yes,0,89.25,3,Not_Canceled,2017/09/15
INN02745,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,87,Offline,Yes,0,49.07,0,Not_Canceled,2017/11/20
INN04835,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,40,Online,Yes,0,125.1,1,Not_Canceled,2018/08/05
INN27331,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,226,Offline,Yes,0,70.0,1,Not_Canceled,2018/10/29
INN26819,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,123,Online,Yes,0,93.08,0,Not_Canceled,2018/04/21
INN23090,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,62,Offline,Yes,0,68.0,0,Not_Canceled,2018/12/25
INN04151,2.0,2.0,1.0,,Meal Plan 1,No,Room_Type 7,4,Online,Yes,0,306.0,3,Not_Canceled,2018/07/08
INN33717,2.0,1.0,4.0,,Meal Plan 1,No,Room_Type 4,123,Online,Yes,0,112.24,1,Not_Canceled,2018/07/31
INN16351,2.0,,,,Meal Plan 2,No,Room_Type 1,320,Offline,Yes,0,115.0,1,Canceled,2018/08/18
INN02330,2.0,,1.0,,Not Selected,No,Room_Type 1,5,Online,Yes,0,68.53,1,Not_Canceled,2018/03/21
INN32258,2.0,,1.0,,Not Selected,No,Room_Type 1,18,Online,Yes,0,62.83,1,Not_Canceled,2018/02/22
INN02118,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,46,Offline,Yes,0,75.0,0,Not_Canceled,2018/10/30
INN35832,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,33,Corporate,Yes,0,64.0,0,Not_Canceled,2018/01/25
INN04578,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,181,Online,Yes,0,76.5,2,Not_Canceled,2017/08/17
INN08946,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,148,Offline,Yes,0,67.0,0,Not_Canceled,2017/12/30
INN02673,1.0,,,,Meal Plan 1,No,Room_Type 1,172,Online,Yes,0,95.0,0,Canceled,2018/06/24
INN01250,2.0,,,,Not Selected,No,Room_Type 1,191,Online,Yes,0,71.1,0,Canceled,2018/11/25
INN05305,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,275,Online,Yes,0,62.8,0,Canceled,2018/06/04
INN22315,2.0,,,,Meal Plan 1,No,Room_Type 1,12,Online,Yes,0,127.0,1,Not_Canceled,2018/04/15
INN16186,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,65,Online,Yes,0,93.08,2,Not_Canceled,2017/10/29
INN05637,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,204,Online,Yes,0,94.59,1,Canceled,2018/08/18
INN04019,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,29,Online,Yes,0,130.68,1,Not_Canceled,2018/07/18
INN10072,2.0,,,,Meal Plan 1,No,Room_Type 1,94,Online,Yes,0,72.25,1,Canceled,2017/12/03
INN25789,2.0,,,,Meal Plan 1,No,Room_Type 2,0,Online,Yes,0,12.0,0,Not_Canceled,2018/03/24
INN01625,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,120,Online,Yes,0,105.3,1,Canceled,2018/05/01
INN16693,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,57,Online,Yes,0,128.0,1,Not_Canceled,2018/10/17
INN25019,2.0,,,,Meal Plan 1,No,Room_Type 1,67,Online,Yes,0,82.45,1,Not_Canceled,2018/03/29
INN15222,2.0,,,,Meal Plan 1,No,Room_Type 1,0,Online,Yes,0,150.0,1,Not_Canceled,2018/08/17
INN31055,2.0,2.0,1.0,,Meal Plan 1,No,Room_Type 6,50,Online,Yes,0,189.9,2,Not_Canceled,2018/06/03
INN10116,2.0,,,,Not Selected,No,Room_Type 1,23,Online,Yes,0,88.0,2,Not_Canceled,2018/11/17
INN00328,1.0,,,,Meal Plan 1,No,Room_Type 1,188,Online,Yes,0,130.0,0,Canceled,2018/06/15
INN07049,1.0,,1.0,,Meal Plan 1,No,Room_Type 7,15,Corporate,Yes,0,100.0,0,Not_Canceled,2018/02/05
INN30255,1.0,,2.0,,Not Selected,No,Room_Type 1,124,Online,Yes,0,78.95,0,Not_Canceled,2018/05/30
INN13827,2.0,,1.0,,Meal Plan 2,No,Room_Type 1,21,Online,Yes,0,122.19,1,Not_Canceled,2018/12/01
INN25826,2.0,1.0,2.0,,Meal Plan 1,No,Room_Type 4,21,Online,Yes,0,121.2,2,Not_Canceled,2018/11/11
INN14423,2.0,,,,Meal Plan 1,No,Room_Type 1,0,Complementary,No,0,0.0,4,Not_Canceled,2018/10/06
INN34224,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,262,Online,Yes,0,100.3,1,Canceled,2018/10/07
INN15893,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,10,Corporate,No,0,65.0,1,Not_Canceled,2018/06/27
INN11337,3.0,,2.0,,Meal Plan 1,No,Room_Type 4,16,Online,Yes,0,173.67,1,Not_Canceled,2018/07/31
INN04264,1.0,,,,Meal Plan 2,No,Room_Type 1,273,Offline,Yes,0,87.0,0,Not_Canceled,2017/07/17
INN06857,2.0,,,,Meal Plan 2,No,Room_Type 1,292,Online,Yes,0,115.0,0,Canceled,2018/07/21
INN31646,2.0,,,,Meal Plan 1,No,Room_Type 1,64,Corporate,Yes,0,140.0,0,Canceled,2018/05/17
INN23077,2.0,,1.0,,Meal Plan 1,No,Room_Type 4,120,Online,Yes,0,127.8,0,Canceled,2018/08/08
INN32328,2.0,2.0,,,Meal Plan 1,No,Room_Type 6,69,Online,Yes,0,180.3,2,Not_Canceled,2018/07/19
INN01792,2.0,,1.0,,Meal Plan 1,No,Room_Type 4,40,Online,Yes,0,149.4,1,Not_Canceled,2018/08/13
INN27801,2.0,,,,Meal Plan 1,Yes,Room_Type 1,49,Online,Yes,0,110.0,0,Not_Canceled,2018/03/23
INN32855,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,80,Offline,Yes,0,75.0,0,Canceled,2018/09/26
INN20685,2.0,,,,Not Selected,No,Room_Type 1,145,Online,Yes,0,94.5,0,Canceled,2018/07/16
INN09698,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,322,Offline,Yes,0,80.0,0,Canceled,2018/05/19
INN35667,1.0,,1.0,,Not Selected,No,Room_Type 1,2,Online,Yes,0,89.0,1,Not_Canceled,2018/05/09
INN18662,1.0,,,,Meal Plan 1,No,Room_Type 1,2,Offline,Yes,0,63.75,0,Not_Canceled,2017/11/04
INN30704,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,3,Online,Yes,0,121.0,1,Not_Canceled,2018/06/12
INN18903,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,68,Offline,Yes,0,43.43,0,Not_Canceled,2018/02/20
INN29744,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,4,Online,Yes,0,125.0,1,Not_Canceled,2018/12/28
INN28166,2.0,,2.0,,Meal Plan 1,No,Room_Type 4,182,Offline,Yes,0,90.95,1,Not_Canceled,2018/09/22
INN33341,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,5,Corporate,Yes,0,98.32,0,Not_Canceled,2018/05/16
INN27706,2.0,,,,Meal Plan 1,No,Room_Type 1,262,Online,Yes,0,100.3,0,Canceled,2018/09/13
INN23012,2.0,1.0,,,Meal Plan 1,No,Room_Type 1,141,Online,Yes,0,147.6,1,Not_Canceled,2018/09/23
INN01045,2.0,,1.0,,Meal Plan 1,No,Room_Type 4,87,Online,Yes,0,105.3,0,Canceled,2018/04/09
INN28826,2.0,,,,Meal Plan 1,No,Room_Type 1,6,Online,Yes,0,138.0,2,Not_Canceled,2018/12/30
INN18380,1.0,,1.0,,Meal Plan 2,No,Room_Type 1,49,Offline,Yes,0,72.0,0,Not_Canceled,2018/06/27
INN13557,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,81,Offline,Yes,0,69.5,0,Not_Canceled,2018/03/25
INN31953,2.0,,,,Meal Plan 1,No,Room_Type 4,185,Online,Yes,0,95.4,0,Canceled,2018/11/15
INN12347,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,118,Offline,Yes,0,110.0,0,Not_Canceled,2018/06/06
INN24704,2.0,1.0,1.0,,Meal Plan 1,No,Room_Type 1,147,Online,Yes,0,111.19,2,Not_Canceled,2018/09/08
INN13094,2.0,,,,Meal Plan 1,No,Room_Type 4,58,Online,Yes,0,95.48,1,Not_Canceled,2018/10/18
INN28435,2.0,,,,Meal Plan 1,No,Room_Type 1,149,Online,Yes,0,105.9,0,Canceled,2018/07/20
INN32026,2.0,,2.0,,Not Selected,No,Room_Type 1,98,Online,Yes,0,103.5,1,Not_Canceled,2018/07/06
INN06675,2.0,,2.0,,Meal Plan 2,No,Room_Type 1,39,Online,Yes,0,165.06,1,Canceled,2018/08/26
INN11098,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,134,Online,Yes,0,118.8,0,Canceled,2018/10/08
INN30164,2.0,,,,Meal Plan 2,No,Room_Type 1,74,Offline,Yes,0,109.0,0,Not_Canceled,2017/09/18
INN19212,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,82,Online,Yes,0,81.9,1,Not_Canceled,2018/04/01
INN25585,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,168,Offline,Yes,0,72.25,2,Not_Canceled,2018/08/12
INN31501,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,46,Offline,Yes,0,90.09,2,Not_Canceled,2017/09/11
INN06072,2.0,,,,Meal Plan 1,No,Room_Type 4,63,Online,Yes,0,140.4,0,Canceled,2018/05/10
INN09445,1.0,,2.0,,Meal Plan 1,No,Room_Type 4,3,Online,Yes,0,179.71,1,Canceled,2018/09/11
INN35351,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,61,Online,Yes,0,109.8,2,Not_Canceled,2018/09/01
INN07853,2.0,,,,Meal Plan 1,No,Room_Type 1,289,Offline,Yes,0,67.0,0,Not_Canceled,2017/10/17
INN25237,2.0,,1.0,,Meal Plan 1,No,Room_Type 4,142,Online,Yes,0,113.05,1,Not_Canceled,2018/05/23
INN21683,2.0,1.0,2.0,,Meal Plan 1,No,Room_Type 4,152,Online,Yes,0,132.13,4,Not_Canceled,2018/07/21
INN24938,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,90,Online,Yes,0,171.9,1,Not_Canceled,2018/11/07
INN02443,2.0,,2.0,,Meal Plan 1,No,Room_Type 4,24,Online,Yes,0,174.9,3,Not_Canceled,2018/11/05
INN07061,3.0,,1.0,,Meal Plan 1,No,Room_Type 4,129,Online,Yes,0,132.88,0,Canceled,2018/07/26
INN02583,2.0,,,,Meal Plan 1,No,Room_Type 1,2,Online,Yes,0,141.0,1,Not_Canceled,2018/06/17
INN35848,2.0,2.0,2.0,,Meal Plan 1,No,Room_Type 6,33,Online,Yes,0,181.8,1,Canceled,2018/09/02
INN19041,2.0,,,,Meal Plan 1,No,Room_Type 1,140,Offline,Yes,0,70.0,0,Not_Canceled,2017/12/29
INN22457,1.0,,2.0,,Meal Plan 1,No,Room_Type 1,115,Offline,Yes,0,60.0,0,Canceled,2018/02/27
INN30759,2.0,,,,Meal Plan 1,No,Room_Type 4,114,Online,Yes,0,140.4,0,Not_Canceled,2018/05/24
INN29105,2.0,,,,Meal Plan 1,No,Room_Type 1,250,Online,Yes,0,96.3,0,Canceled,2018/10/20
INN24989,3.0,,,,Meal Plan 1,Yes,Room_Type 4,178,Online,Yes,0,143.7,1,Canceled,2018/08/23
INN21591,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,250,Offline,Yes,0,95.0,0,Canceled,2018/09/26
INN03159,2.0,1.0,2.0,,Meal Plan 1,No,Room_Type 4,208,Offline,Yes,0,90.0,1,Not_Canceled,2018/04/23
INN00834,1.0,,,,Meal Plan 1,No,Room_Type 1,0,Complementary,No,0,0.0,0,Not_Canceled,2017/10/01
INN30605,2.0,,2.0,,Meal Plan 1,No,Room_Type 4,52,Online,Yes,0,96.9,1,Not_Canceled,2018/12/09
INN16972,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,135,Offline,Yes,0,90.0,0,Canceled,2017/09/14
INN07824,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,259,Online,Yes,0,140.43,2,Not_Canceled,2018/12/28
INN23300,2.0,,2.0,,Meal Plan 2,No,Room_Type 1,150,Offline,Yes,0,101.0,0,Not_Canceled,2018/01/02
INN24466,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,118,Offline,Yes,0,110.0,0,Not_Canceled,2018/06/06
INN19242,1.0,,2.0,,Meal Plan 1,No,Room_Type 1,245,Offline,Yes,0,110.0,0,Canceled,2018/07/06
INN22743,1.0,,,,Meal Plan 1,No,Room_Type 1,113,Corporate,Yes,0,100.0,0,Canceled,2018/05/31
INN02622,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,152,Online,Yes,0,90.9,0,Canceled,2018/08/26
INN36073,2.0,1.0,,,Meal Plan 1,No,Room_Type 1,90,Online,Yes,0,130.5,1,Not_Canceled,2018/07/05
INN17281,2.0,1.0,2.0,,Not Selected,No,Room_Type 1,225,Online,Yes,0,71.91,0,Canceled,2018/12/29
INN05896,2.0,,,,Meal Plan 2,No,Room_Type 1,30,Offline,Yes,0,121.0,0,Not_Canceled,2017/09/30
INN07263,2.0,,2.0,,Meal Plan 1,No,Room_Type 4,36,Online,Yes,0,149.4,2,Not_Canceled,2018/08/19
INN09106,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,7,Online,Yes,0,98.13,2,Not_Canceled,2018/11/24
INN14101,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,0,Offline,Yes,0,99.2,0,Not_Canceled,2017/09/07
INN26573,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,167,Online,Yes,0,119.85,0,Canceled,2018/09/03
INN05070,1.0,,2.0,,Meal Plan 1,No,Room_Type 1,95,Offline,Yes,0,79.56,0,Not_Canceled,2018/07/15
INN04487,2.0,,1.0,,Meal Plan 1,No,Room_Type 4,68,Offline,Yes,0,60.0,1,Not_Canceled,2017/11/30
INN19251,2.0,,,,Not Selected,No,Room_Type 1,23,Online,Yes,0,89.0,0,Canceled,2018/06/23
INN02059,3.0,,2.0,,Meal Plan 1,Yes,Room_Type 4,44,Online,Yes,0,134.93,1,Not_Canceled,2018/03/20
INN31832,3.0,,,,Meal Plan 1,No,Room_Type 1,249,Offline,Yes,0,184.65,0,Not_Canceled,2018/12/27
INN15362,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,118,Offline,Yes,0,110.0,0,Not_Canceled,2018/06/06
INN26399,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,45,Offline,Yes,0,75.0,0,Not_Canceled,2018/10/30
INN21517,2.0,,2.0,,Not Selected,Yes,Room_Type 1,10,Online,Yes,0,78.5,2,Not_Canceled,2018/01/17
INN25908,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,219,Online,Yes,0,102.85,0,Canceled,2018/10/03
INN05566,1.0,,,,Meal Plan 1,No,Room_Type 1,14,Offline,Yes,0,100.0,0,Not_Canceled,2017/10/15
INN16511,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,53,Offline,Yes,0,85.5,0,Not_Canceled,2018/09/17
INN00946,1.0,,,,Meal Plan 1,No,Room_Type 4,0,Corporate,Yes,0,75.0,0,Canceled,2018/03/08
INN35255,2.0,,,,Meal Plan 2,No,Room_Type 1,74,Offline,Yes,0,109.0,0,Not_Canceled,2017/09/18
INN12882,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,59,Offline,Yes,0,75.0,0,Not_Canceled,2018/11/12
INN00984,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,38,Offline,Yes,0,85.0,0,Not_Canceled,2018/08/04
INN31511,1.0,,,,Meal Plan 1,No,Room_Type 1,14,Corporate,No,0,65.0,0,Not_Canceled,2018/11/29
INN30356,2.0,,,,Meal Plan 1,No,Room_Type 1,58,Online,Yes,0,105.3,1,Not_Canceled,2018/04/07
INN29846,2.0,,,,Meal Plan 1,No,Room_Type 4,40,Online,Yes,0,139.5,0,Canceled,2018/10/05
INN26435,1.0,,1.0,,Meal Plan 1,No,Room_Type 5,213,Corporate,Yes,0,106.0,0,Canceled,2018/09/26
INN01390,2.0,,,,Meal Plan 1,No,Room_Type 1,27,Online,Yes,0,141.0,0,Canceled,2018/05/10
INN04618,2.0,,,,Meal Plan 1,No,Room_Type 1,21,Online,Yes,0,76.0,0,Not_Canceled,2017/11/05
INN18759,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,0,Offline,Yes,0,110.0,1,Not_Canceled,2018/06/06
INN00652,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,78,Online,Yes,0,100.0,0,Canceled,2018/03/25
INN26095,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,118,Offline,Yes,0,110.0,0,Not_Canceled,2018/06/06
INN29536,2.0,2.0,2.0,,Meal Plan 1,No,Room_Type 6,46,Online,Yes,0,181.8,0,Canceled,2018/09/03
INN11181,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,80,Offline,Yes,0,80.75,0,Not_Canceled,2018/03/26
INN19869,2.0,,,,Not Selected,No,Room_Type 1,0,Online,Yes,0,158.0,0,Not_Canceled,2018/08/09
INN11686,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,7,Corporate,No,0,84.0,1,Not_Canceled,2018/07/25
INN32679,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,60,Offline,Yes,0,65.0,0,Not_Canceled,2017/09/21
INN24165,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,9,Online,Yes,0,101.0,0,Canceled,2018/04/17
INN26138,1.0,,,2.0,Meal Plan 1,No,Room_Type 1,26,Corporate,No,1,65.0,1,Not_Canceled,2018/06/28
INN09610,2.0,,,,Meal Plan 1,No,Room_Type 1,259,Offline,Yes,0,90.0,0,Canceled,2018/05/05
INN26045,2.0,,2.0,,Not Selected,No,Room_Type 1,65,Online,Yes,0,88.0,1,Not_Canceled,2018/11/13
INN31003,2.0,,,,Not Selected,No,Room_Type 1,0,Online,Yes,0,88.0,2,Not_Canceled,2018/12/28
INN34889,2.0,,,,Meal Plan 1,No,Room_Type 1,270,Offline,Yes,0,80.0,0,Not_Canceled,2018/04/20
INN11286,2.0,,,,Meal Plan 2,No,Room_Type 1,74,Offline,Yes,0,109.0,0,Not_Canceled,2017/09/18
INN00851,1.0,,,,Meal Plan 1,No,Room_Type 1,3,Offline,Yes,0,95.0,0,Not_Canceled,2018/06/23
INN27295,2.0,1.0,,,Meal Plan 1,No,Room_Type 4,50,Online,Yes,0,146.7,1,Not_Canceled,2018/04/21
INN16790,2.0,,,,Meal Plan 2,No,Room_Type 1,257,Offline,Yes,0,101.5,0,Canceled,2017/07/01
INN12163,3.0,,1.0,,Meal Plan 1,No,Room_Type 4,20,Online,Yes,0,187.0,0,Not_Canceled,2018/07/11
INN04301,2.0,,2.0,,Meal Plan 1,No,Room_Type 4,3,Online,Yes,0,93.63,2,Not_Canceled,2018/12/23
INN26447,3.0,,,,Not Selected,No,Room_Type 1,19,Online,Yes,0,154.0,0,Not_Canceled,2018/04/13
INN04745,2.0,1.0,1.0,,Meal Plan 1,No,Room_Type 1,141,Online,Yes,0,94.56,0,Not_Canceled,2018/08/22
INN11968,1.0,,,,Meal Plan 1,No,Room_Type 1,166,Offline,Yes,0,110.0,0,Canceled,2018/11/01
INN07930,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,85,Online,Yes,0,96.3,1,Not_Canceled,2018/04/17
INN03945,2.0,,,,Meal Plan 1,Yes,Room_Type 1,9,Online,Yes,0,99.0,3,Not_Canceled,2017/08/20
INN32147,2.0,,,,Meal Plan 1,No,Room_Type 1,157,Offline,Yes,0,68.0,0,Not_Canceled,2018/12/08
INN04697,3.0,,2.0,,Meal Plan 1,No,Room_Type 4,84,Online,Yes,0,150.3,1,Not_Canceled,2018/08/05
INN07141,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,180,Online,Yes,0,120.0,0,Canceled,2018/10/10
INN26505,2.0,,,,Meal Plan 1,No,Room_Type 1,279,Offline,Yes,0,110.0,0,Canceled,2018/10/12
INN16495,1.0,,,,Meal Plan 1,No,Room_Type 1,12,Corporate,No,0,79.0,1,Not_Canceled,2018/12/21
INN17256,2.0,,1.0,,Meal Plan 1,No,Room_Type 4,66,Online,Yes,0,95.46,2,Not_Canceled,2018/09/05
INN13248,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,0,Offline,Yes,0,75.0,0,Not_Canceled,2018/03/07
INN16304,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,164,Offline,Yes,0,115.0,0,Canceled,2018/10/16
INN05340,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,10,Offline,Yes,0,85.0,0,Not_Canceled,2018/10/02
INN25546,2.0,,,,Meal Plan 1,No,Room_Type 1,31,Online,Yes,0,81.9,0,Canceled,2018/03/09
INN15133,2.0,,,,Meal Plan 1,No,Room_Type 1,71,Offline,Yes,0,90.0,0,Not_Canceled,2018/05/10
INN25692,2.0,,,,Not Selected,No,Room_Type 1,3,Online,Yes,0,75.0,1,Not_Canceled,2018/01/05
INN33355,1.0,,1.0,,Not Selected,No,Room_Type 1,82,Online,Yes,0,133.98,1,Not_Canceled,2018/11/07
INN19610,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,193,Offline,Yes,0,120.0,0,Canceled,2018/06/20
INN34681,2.0,,,,Meal Plan 1,No,Room_Type 5,34,Online,Yes,0,144.0,0,Not_Canceled,2018/10/05
INN12489,1.0,,2.0,,Meal Plan 1,No,Room_Type 1,69,Offline,Yes,0,120.0,0,Canceled,2018/06/12
INN18592,2.0,,,,Meal Plan 1,No,Room_Type 1,99,Online,Yes,0,73.95,0,Canceled,2018/03/15
INN32658,2.0,,,,Meal Plan 1,No,Room_Type 1,178,Online,Yes,0,108.3,0,Canceled,2018/08/04
INN11269,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,23,Offline,Yes,0,60.0,0,Not_Canceled,2018/01/01
INN14351,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,24,Offline,Yes,0,95.0,1,Not_Canceled,2018/10/09
INN23068,,2.0,2.0,,Meal Plan 1,No,Room_Type 2,82,Online,Yes,0,97.54,1,Not_Canceled,2018/07/23
INN33065,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,275,Offline,Yes,0,90.0,0,Canceled,2018/10/05
INN13576,2.0,,2.0,,Meal Plan 1,No,Room_Type 4,69,Online,Yes,0,82.45,0,Not_Canceled,2018/03/13
INN20948,2.0,,,,Meal Plan 1,No,Room_Type 1,285,Online,Yes,0,95.4,1,Canceled,2018/07/21
INN26710,2.0,,1.0,,Meal Plan 2,No,Room_Type 1,161,Offline,Yes,0,130.0,0,Canceled,2018/03/25
INN02195,1.0,,,,Meal Plan 1,Yes,Room_Type 1,2,Corporate,No,0,67.0,0,Not_Canceled,2018/04/20
INN28017,2.0,,,,Meal Plan 2,No,Room_Type 1,17,Online,Yes,0,92.53,0,Canceled,2018/03/01
INN26645,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,84,Offline,Yes,0,72.25,0,Not_Canceled,2018/07/25
INN10022,1.0,,1.0,,Meal Plan 2,No,Room_Type 1,88,Offline,Yes,0,90.6,0,Not_Canceled,2017/10/05
INN02932,2.0,,,,Meal Plan 1,No,Room_Type 1,317,Online,Yes,0,120.0,0,Canceled,2018/09/15
INN23732,2.0,,,,Not Selected,No,Room_Type 1,7,Online,Yes,0,120.0,1,Not_Canceled,2018/10/25
INN15718,2.0,,,,Meal Plan 1,No,Room_Type 1,2,Online,Yes,0,121.0,1,Not_Canceled,2018/06/07
INN31771,2.0,,4.0,,Meal Plan 1,No,Room_Type 4,232,Online,Yes,0,104.13,1,Canceled,2018/08/29
INN18732,1.0,,2.0,,Meal Plan 1,No,Room_Type 1,69,Offline,Yes,0,120.0,0,Canceled,2018/06/12
INN17830,2.0,,,,Meal Plan 1,No,Room_Type 1,31,Online,Yes,0,108.9,1,Not_Canceled,2018/05/24
INN23897,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,275,Offline,Yes,0,90.0,0,Canceled,2018/10/05
INN31760,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,1,Online,Yes,0,105.0,0,Not_Canceled,2017/08/10
INN09703,3.0,,1.0,,Meal Plan 1,No,Room_Type 4,53,Online,Yes,0,148.5,0,Canceled,2018/07/09
INN13271,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,79,Online,Yes,0,87.3,0,Canceled,2018/04/02
INN21642,2.0,,1.0,,Meal Plan 1,No,Room_Type 4,66,Online,Yes,0,119.07,1,Canceled,2018/10/03
INN24115,1.0,,,,Not Selected,No,Room_Type 1,36,Online,Yes,0,102.6,2,Not_Canceled,2018/10/13
INN07780,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,120,Online,Yes,0,95.2,0,Not_Canceled,2018/04/23
INN02820,1.0,,,,Meal Plan 1,No,Room_Type 1,192,Offline,Yes,0,95.0,0,Not_Canceled,2018/06/24
INN08436,1.0,,,,Meal Plan 1,No,Room_Type 1,188,Offline,Yes,0,130.0,0,Canceled,2018/06/15
INN24682,3.0,,,,Meal Plan 1,No,Room_Type 4,37,Online,Yes,0,159.3,1,Canceled,2018/03/25
INN17876,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,99,Offline,Yes,0,65.0,0,Canceled,2017/10/30
INN06768,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,5,Online,Yes,0,145.0,1,Not_Canceled,2017/10/05
INN28819,2.0,,,,Meal Plan 1,No,Room_Type 1,56,Offline,Yes,0,120.0,0,Not_Canceled,2018/06/08
INN22318,2.0,,1.0,2.0,Meal Plan 2,No,Room_Type 1,224,Offline,No,1,97.75,0,Canceled,2018/08/08
INN24544,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,88,Online,Yes,0,58.68,1,Not_Canceled,2018/02/13
INN19995,2.0,,1.0,,Not Selected,No,Room_Type 1,67,Online,Yes,0,94.5,1,Not_Canceled,2018/07/23
INN32853,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,15,Online,Yes,0,92.17,0,Not_Canceled,2017/10/11
INN09077,1.0,,,,Meal Plan 2,No,Room_Type 1,62,Offline,Yes,0,75.0,0,Not_Canceled,2018/09/21
INN06386,2.0,,2.0,,Meal Plan 1,No,Room_Type 2,9,Online,Yes,0,86.25,0,Not_Canceled,2018/01/17
